notes,event_type
"The demolition of an explosive device took place in Mo Mawi, Yarang, Pattani. The incident is thought to be related to insurgent activities. At least one fake explosive device was used. There were 0 injuries and 0 fatalities.",Other
"A shooting took place in Tabing, Sai Buri, Pattani. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 3 injuries and 0 fatalities.",Other
"In Pattani, two civilians were shot by suspected militant gunmen at a tea shop at Ban Baerojarang on the Narathiwat-Pattani road in Muang district. No other details were reported.",Violence against civilians
"Four Thai soldiers were killed and eight others wounded, in a five-hour clash with Cambodian soldiers along the Thai-Cambodian border in Phanom Dong Rak district of Surin province on Apr 22. Cambodian soldiers, after trespassing on the disputed territory, opened fire on the Thai soliders, which was followed by a clash. Other sources report that three Cambodian and two Thai soldiers were killed in the fighting, while others say three were killed on each side.",Other
A civilian village volunteer was shot dead in Ban Suedae in Sungai Padi district of Narathiwat. The violence is linked to southern militant violence. No other details were reported.,Other
"A shooting took place in Bare Tai, Bacho, Narathiwat. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 0 injuries and 0 fatalities.",Other
"A bombing took place in Cha-kwa, Raman, Yala. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 4 injuries and 1 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"Southern militants attempted a bomb attack on a police station in Narathiwat Province's Si Sakhon District on Apr 21, lanching 3 grenades at the station. No one was injured.",Other
"On 21 April 2011, two UDD red-shirt supporters in Phatthaya town, Bang Lamung District, Chon Buri Province were shot and injured by unidentified gunmen on Sukhumvit Road. No other details or a motive were reported.",Violence against civilians
"A search took place in Si Sakhon, Si Sakhon, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"In Narathiwat Province on Apr 19, suspected militants opened fire on a roadside police kiosk on the Narathiwat-Tak Bai road in Tak Bai district. Officers on duty returned fire, prompting the attackers to retreat. No police were injured in the attack.",Other
Militants were blamed for a bomb blast that injured two policemen in Narathiwat province on Apr 18. No other details were reported.,Other
A ranger was killed and 23 civilians and rangers were injured when militants detonated a homemade bomb hidden inside a car in Yala's Muang district.,Other
"A volunteer ranger and two civilians were killed in a clash with suspected militants in Pattani province on Apr 18. An unknown number of assailants attacked a paramilitary ranger outpost at Nam Dam village in Nong Chik district. Rangers returned fire and the assailants fled, prompting a chase by a team of rangers. The rangers were attacked again, sparking another exchange of gunfire.",Other
"A shooting took place in Rueso Ok, Rueso, Narathiwat. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 3 injuries and 0 fatalities.",Other
"Two clashes took place in Pulo Puyo, Nong Chik, Pattani. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 0 injuries and 1 fatalities in one clash. There were 0 injuries and 0 fatalities in another clash. State forces assumed to be military.",Other
The Baan Airrong assistant village headman was killed in tambon Tanoh Puteh of Yala's Banang Sata district when gunmen fired at him from roadside bushes. No other details were reported.,Violence against civilians
"A shooting took place in Mo Mawi, Yarang, Pattani. The incident is thought to be related to insurgent activities. At least one handgun was used. There were 1 injuries and 0 fatalities.",Other
"In Narathiwat's Mueang Narathiwat district on Apr 16, a volunteer ranger was seriously injured while riding a motorcycle home from the military base in Ra-Ngae district. Police blamed seperatist militants.",Other
"A bombing took place in Chuap, Cho-Ai Rong, Narathiwat. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 1 injuries and 0 fatalities.",Other
"Sabotage of a high voltage tower/electric pole in Phron, Mueang , Yala, Yala. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 0 injuries and 0 fatalities.",Other
"A shooting took place in Khok Khian, Mueang , Narathiwat, Narathiwat. The incident is thought to be related to insurgent activities. At least one handgun was used. There were 3 injuries and 0 fatalities.",Other
"A shooting took place in Riang, Rueso, Narathiwat. The incident is thought to be related to insurgent activities. At least one firearm of an unknown type was used. There were 0 injuries and 0 fatalities.",Other
"A bombing took place in Tabing, Sai Buri, Pattani. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 0 injuries and 0 fatalities.",Other
A village defence volunteer was killed in a drive-by shooting in Narathiwat Province's Ra-Ngae district by separatist militants on Apr 14.,Other
"A bombing took place in Paluka Samo, Bacho, Narathiwat. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 0 injuries and 0 fatalities.",Other
"On 12 April 2011, the People's Alliance for Democracy has been protesting every day for over 79 days at Makkawan Rangsan Bridge in Dusit district (Dusit, Bangkok) over Thailand's withdrawn membership from the UNESCO's World Heritage Committee.",Protests
"A shooting took place in Pase Yawo, Sai Buri, Pattani. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 1 injuries and 0 fatalities.",Other
"A shooting took place in Sadawa, Yarang, Pattani. The incident is thought to be related to local-level tensions. At least one shotgun was used. There were 0 injuries and 1 fatalities.",Violence against civilians
"A bombing took place in Tanyong Mat, Ra-ngae, Narathiwat. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 0 injuries and 0 fatalities.",Other
"On 10 April 2011, around 20,000 anti-government Red Shirt demonstrators held a rally at the same site as the 10 April 2010 UDD red shirts Rally at the Democracy Monument in Phra Nakhon distrcit (PN, Bangkok) to mark the one-year anniversary of the clearing of the site by the military that left several dead. The demonstrators demanded the conclusion of an investigation into the case of the deaths by the Department of Special Investigation. It was also a pre-campaign rally ahead of general elections.",Protests
A civilian in Khok Pho district of Pattani was shot and seriously injured by suspected militants. No other details were reported.,Violence against civilians
A suspected separatist militant was shot dead in a gunfight with joint police and military forces at a rubber plantation in tambon Cha Kuawa of Yala's Raman district on Apr 9. The security forces were conducting a raid and found five men. A gunfight occured for five minutes.,Other
"A search took place in Cha-kwa, Raman, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"Two searches took place in Tuyong, Nong Chik, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"Some 1,000 demonstrators gathered at the Loei Palace Hotel in Loei Province's Muang district to rally out of concern that a 10,000-rai mining area, which was located just a kilometre away from a local community, could badly affect the environment and people's health.",Protests
"A shooting took place in Bana, Mueang , Pattani, Pattani. The incident is thought to be related to insurgent activities. At least one handgun was used. There were 0 injuries and 1 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Si Sakhon, Si Sakhon, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Kayu Boko, Raman, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
Some 400 people in the northern and northeastern provinces along the Mekong River gathered in Nong Khai's Si Chiang Mai district to oppose Laos's proposed Xayaburi hydropower project as they feared of negative impact on their lives.,Protests
A village defence volunteer was shot dead at a market in Pattani's Nong Chik district in tambon Tuyong on Apr 5. The police were investigating whether the attack was done by southern militants.,Other
"A clash took place in Chaloem, Ra-ngae, Narathiwat. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 0 injuries and 0 fatalities.",Other
"A search took place in Ma rue bo Tok, Ra-ngae, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A bombing took place in Bang Khao, Nong Chik, Pattani. The incident is thought to be related to insurgent activities. At least one conventional explosive was used. There were 0 injuries and 0 fatalities.",Other
"Buddhist and Muslim residents in Yala's Muang district launched a rally in protest of an Army plan to relocate a military outpost, saying they felt safer with the Rangers' presence.",Protests
"A search took place in Khok Khian, Mueang , Narathiwat, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 1 injuries and 0 fatalities. State forces assumed to be military.Casualties reported, hence coded as battle. State forces assumed to be military.",Other
Five people were injured when a bomb hidden inside a motorcycle in a Thepha settlement of Songkhla's Thepha district exploded on Apr 2. Police blamed separatist militants.,Other
"A bombing took place in Muno, Su-Ngai Kolok, Narathiwat. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 1 injuries and 0 fatalities.",Other
"A shooting took place in Kayu Boko, Raman, Yala. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 0 injuries and 0 fatalities.",Other
"A shooting took place in Lalo, Rueso, Narathiwat. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 0 injuries and 0 fatalities.",Other
A militant group linked with southern violence launched an attack on a military bases in Yala Province's Mueang Yala district on March 30. Two paramilitary troopers were injured. No other details were reported.,Other
A militant group linked with southern violence launched an attack on a military base in Yala Province's Yaha district on March 30. No other details were reported.,Other
A militant group linked with southern violence launched an attack on a military base in Yala's Bannang Sata district on March 30. No other details were reported.,Other
"In Narathiwat province, more than ten unidentified militants opened fire on a convoy of ten military buses carrying Narathiwat soldiers while they were en route to their base in Bajoh district. Twenty-six soldiers were injured in the attack. Authorities believe that a group of RKK separatists were responsible.",Other
A militant group linked with southern violence launched an attack on a military base in Yala Province's Than To district on March 30. No other details were reported.,Other
"A shooting took place in Bare Nuea, Bacho, Narathiwat. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 7 injuries and 0 fatalities.",Other
"A bombing took place in Bannang Sata, Bannang Sata, Yala. The incident is thought to be related to insurgent activities. At least one conventional explosive was used. There were 0 injuries and 0 fatalities.",Other
"A shooting took place in Patae, Yaha, Yala. The incident is thought to be related to insurgent activities. At least one firearm of an unknown type was used. There were 0 injuries and 0 fatalities.",Other
"A shooting took place in Than To, Than To, Yala. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 0 injuries and 0 fatalities.",Other
"A bombing took place in Yupo, Mueang , Yala, Yala. The incident is thought to be related to insurgent activities. At least one conventional explosive was used. There were 2 injuries and 0 fatalities.",Other
"A rubber tapper was killed by militants in Narathiwat's Rueso district while driving a motorcycle to work at Ban Kampong Baru. The three militants shot him, and then fled.",Violence against civilians
"In Yala's Raman district, two villagers-one was a defence volunteer-were gunned down and killed by militants at a market in Ban Pa Bon.",Violence against civilians
The head of a village in tambon Pakaharang in Pattani's Muang district was shot five times and killed by militants as he rode his motorcycle home.,Violence against civilians
Militants detonated a road bomb in Narathiwat's Rueso district's Ban Sa Lo as a police pickup truck passed on March 23. There were no injuries reported among the police in the truck.,Other
An eight-member security squad (assumed military) was attacked by separatist militants in Chanae district in Narathiwat Province while on patrol on March 22. Two troops were killed.,Other
"On 21 March 2011, the United Front for Democracy Against Dictatorship (UDD red shirts) demonstrators gathered at Ratchaprasong intersection in Pathum Wan district (PW, Bangkok) to mark the 10th month anniversary of crackdown on the Red Shirt rally which took place in May last year. They later moved to the Democracy Monument.",Protests
"In Narathiwat Province, two troops were killed in a clash with militants in Irsura village in Tambon Chang Phueak in Chanae district on March 21. The militants opened fire on the troops on patrol, leading to a gunfight that lasted about 10 minutes.",Other
"A violent disturbance involving the placement of traffic spikes took place in Chang Phueak, Chanae, Narathiwat. The incident is thought to be related to insurgent activities. At least one sharp weapon was used. There were 0 injuries and 0 fatalities.",Other
"A bombing took place in Si Sakhon, Si Sakhon, Narathiwat. The incident is thought to be related to insurgent activities. At least one conventional explosive was used. There were 0 injuries and 0 fatalities.",Other
"In Narathiwat's Si Sakhon district on March 19, three paramilitary rangers were injured after suspected militants fired an M-79 grenade launcher at their operations base in tambon Si Banphot's Baan Aye Guede.",Other
"A search took place in Purong, Krong Pinang, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"Two searches took place in Taling Chan, Bannang Sata, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
Two suspected militants were killed and two escaped after gunshots were exchanged on March 19 with security forces (assumed military) in Yala Province's Bannang Sata district at a rubber plantation in Ban Talo.,Other
"A clash took place in Sano, Yarang, Pattani. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 0 injuries and 1 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in La-ae, Yaha, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"The latest bomb attack in Yala has left two civilians injured, outside the Muang district. Police suspect militants.",Other
"Suspected militants shot and killed a villager and wounded another in Yala province's Betong district. Another was injured, but no other details were reported.",Violence against civilians
"On March 17, militants attacked an outpost of the Pattani Military Task Force 21 at a school in tambon Sano of Yarang district, Pattani province, killing one soldier. The soldiers returned fire and the militants fled.",Other
"Seven gunmen opened fire at a village teashop in Pattani province, killing three Muslim men. No other details were reported.",Violence against civilians
"A Buddhist teacher was shot dead in Songkhla province while working on a rubber plantation. No other details were reproted, but the attack was linked to southern militant violence.",Violence against civilians
A drive-by shooting in Yala province killed a Muslim man. No other details were reported but the attack is linked to seperatist militant violence.,Violence against civilians
"More than 2,000 people from 18 districts of Kalasin rallied outside the city hall to demonstrate against the Electricity Generating Authority of Thailand's (EGAT) plan to build a nuclear plant in their province.",Protests
Three people were shot dead by militants in Thung Yang Daeng district's tambon Nam Dam of Pattani province. The militants arrived in a black pick-up truck and opened fire on the men in a garage with assault rifles. No other details were reported.,Violence against civilians
Suspected militant attackers opened fire on a security forces checkpoint as they fled the scene of a crime in Thung Yang Daeng district of Pattani province on March 15. A brief clash with police manning the checkpoint followed and the assailants fled in their vehicle before police reinforcements arrived. No injuries were reported.,Other
A defence volunteer and a civillian were killed and three others wounded by gunmen who attacked a grocery shop on March 15 in Narathiwat's Rueso district in tambon Rueso.,Other
"A search took place in Rueso, Rueso, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A bombing took place in Yi-ngo, Yi Ngo, Narathiwat. The incident is thought to be related to insurgent activities. At least one conventional explosive was used. There were 0 injuries and 0 fatalities.",Other
"A leader of a local RKK militant group in Pattani province was killed by police after trying to flee a search in Sai Buri district's Korbae Bador Village. The suspect and police then exchanged gunfire and when the shooting stopped, the suspect was found killed.",Other
"A violent disturbance involving tire burning took place in Bacho, Bacho, Narathiwat. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"A violent disturbance involving tire burning took place in Bare Nuea, Bacho, Narathiwat. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"A violent disturbance involving tire burning took place in Kayo Mati, Bacho, Narathiwat. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"A violent disturbance involving tire burning took place in Kayo Mati, Bacho, Narathiwat. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"A bombing took place in Phadung Mat, Chanae, Narathiwat. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 1 injuries and 0 fatalities.",Other
"Two searches took place in Tabing, Sai Buri, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"On 13 March 2011, one man was injured when Thai soldiers fired on a group of Cambodians who had illegally crossed the border near Oddar Meanchey province. Location coded: capital of the Surin province (where the man was treated at the hospital).",Violence against civilians
"On 12 March 2011, about 500 UDD red shirts started to gather in areas from Phan Fa bridge to the Democracy monument on Ratchadamnoen Ave. In Phra Nakhon district (PN, Bangkok) in order to rally.",Protests
"A search took place in Krado, Yarang, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
More than 300 chili crop farmers in Nan province gathered in front of the provincial hall. They called on the government to take an immediate action to shore up the falling chili prices.,Protests
"A search took place in Paluka Samo, Bacho, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Lam Mai, Mueang , Yala, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
Farmers from Suphan Buri province demonstrated for a second day at the Ayutthaya Provincial Hall where farmers are demanding that the government increase the agreed reference rice price and have threatened to close a major road in the area.,Protests
"Farmers in the northern provinces blocked Phitsanulok Nakhon Sawan Road in front of Naresuan University in Phitsanulok province demanding that the government increase the rice reference price to 14,000 baht per ton.",Protests
"A shooting took place in Khao Tum, Yarang, Pattani. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 0 injuries and 0 fatalities.",Other
Farmers from Suphan Buri province demonstrated at the Ayutthaya Provincial Hall where farmers are demanding that the government increase the agreed reference rice price and have threatened to close a major road in the area.,Protests
"Farmers in the northern provinces blocked Phitsanulok Nakhon Sawan Road in front of Naresuan University in Phitsanulok province demanding that the government increase the rice reference price to 14,000 baht per ton.",Protests
"A shooting took place in Bannang Sata, Bannang Sata, Yala. The incident is thought to be related to insurgent activities. At least one firearm of an unknown type was used. There were 0 injuries and 1 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"In Narathiwat Province on March 7, when troops from Narathiwat Taskforce 37 and police from the district station were rushing to the scene of a grenade bombing, militants detonated a car bomb to ambush them. Injuring four policemen and a civilian in Si Sakhon district.",Other
"Farmers in the northern provinces blocked Phitsanulok Nakhon Sawan Road in front of Naresuan University in Phitsanulok province demanding that the government increase the rice reference price to 14,000 baht per ton.",Protests
A retired policeman and his niece were killed by two suspected militants in Panare district of Pattani province. No other details were reported.,Violence against civilians
"In Narathiwat Province on March 7, one policeman (assumed unarmed while at home) and one civilian were injured when militants threw a grenade at the house of police officer in Si Sakhon district.",Other
"In Pattani's Thung Yang Daeng district, a former border ranger was killed in a drive-by shooting by suspected militants near Ban Pesaputae.",Violence against civilians
"A shooting took place in Ban Klang, Panare, Pattani. The incident is thought to be related to insurgent activities. At least one handgun was used. There were 1 injuries and 1 fatalities.",Violence against civilians
"The demolition of an explosive device took place in La-nga, Mayo, Pattani. The incident is thought to be related to counter-insurgency activities. At least one improvised explosive device (IED) was used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"Farmers in the northern provinces blocked Phitsanulok Nakhon Sawan Road in front of Naresuan University in Phitsanulok province demanding that the government increase the rice reference price to 14,000 baht per ton.",Protests
"In Narathiwat province, the owner of a motorcycle repair shop in Cho Airong district was shot dead by suspected militants. No other details were reported.",Violence against civilians
"In Pattani province, a civillian was killed and another injured during a drive-by shooting in tambon Bannok in Panare district. Officials blame seperatist militants.",Violence against civilians
"In Pattani's Yarang district, a retired policeman was shot dead near his house in tambon Yarang municipality. Stray bullets wounded four other civilian.",Violence against civilians
"Two clashes took place in Krong Pinang, Krong Pinang, Yala. The incident is thought to be related to insurgent activities. At least one firearm of an unknown type was used. There were 0 injuries and 0 fatalities.",Other
During an alms round in Khok Pho district of Pattani a monk was fatally shot and two others injured by suspected militants. No other details were reported.,Violence against civilians
"On Phetkasem Road in Pattani Province, six patrol soldiers were ambushed by militants in tambon Napradu of Khok Pho District on March 5. No other details were reported.",Other
"A search took place in Lubo Sawo, Bacho, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A bombing took place in Karubi, Kapho, Pattani. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 3 injuries and 0 fatalities.",Other
"The demolition of an explosive device took place in Khok Pho, Khok Pho, Pattani. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 0 injuries and 0 fatalities.",Other
"A bombing took place in Lipa Sa-ngo, Nong Chik, Pattani. The incident is thought to be related to insurgent activities. At least one conventional explosive was used. There were 0 injuries and 0 fatalities.",Other
"A bombing took place in , Yala, Mueang , Yala, Yala. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 0 injuries and 0 fatalities.",Other
"A shooting took place in Yi-ngo, Yi Ngo, Narathiwat. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 0 injuries and 0 fatalities.",Other
"A shooting took place in Khao Tum, Yarang, Pattani. The incident is thought to be related to insurgent activities. At least one firearm of an unknown type was used. There were 0 injuries and 1 fatalities.",Violence against civilians
"A bombing took place in Paen, Sai Buri, Pattani. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 1 injuries and 0 fatalities.",Other
Two grenades exploded outside branches of Thailand's Bangkok Bank causing damage but no casualties. One hit a branch in Samut Prakarn on the outskirts of the capital. The blasts were apparently in response to a court verdict against deposed premier Thaksin Shinawatra.,Other
Two grenades exploded outside branches of Thailand's Bangkok Bank causing damage but no casualties. One hit a branch in the Silom business district and was apparently in response to a court verdict against deposed premier Thaksin Shinawatra.,Other
"On 26 February 2011, UDD red shirts demonstrators burned a spirit house after the Supreme Court ruled part of former prime minister Thaksin Shinawatra assests should be seized by the state. Supporters of the United Front for Democracy against Dictatorship's splinter group, Daeng Siam (Red Siam), staged a rally at Sanam Luang in Phra Nakhon district (PN, Bangkok) near the Supreme Court buildings, and set fire to the spirit house after the verdict was delivered.",Protests
"A search took place in Manang Tayo, Mueang , Narathiwat, Narathiwat. The incident is thought to be related to insurgent activities. No weapons were used. There were 1 injuries and 0 fatalities. State forces assumed to be military. Casualties reported, hence coded as battle. State forces assumed to be military.",Other
"A search took place in Sako, Si Sakhon, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
Ten soldiers from the 13th Yala Task Force escaped injury after a bomb went off near Tummasu village in Yala's Krong Pinang district on Feb 24 as they were passing in an armoured vehicle. No one was injured. Investigators suspect southern separatists were behind the attack.,Other
"Six military personnel were injured in a bomb attack on Feb 23, as part of long-standing militant activity in Tak Bai District of Narathiwat Provine. The bomb was placed on a local road near a military base and detoned when the military officers passed.",Other
"About 300 truck drivers blocked two lanes of the six-lane BangnaTrat road near the Nation Tower in Bangkok, demanding police stop collecting ""tea money"" from them. Demonstrators accused traffic police of setting up checkpoints for vehicles and unfairly charging drivers and demanding large amounts of money.",Protests
"A bomb blast in Yala province, near Ban Ta Nor Poo Tae School, on Feb 23 left one soldier in critical condition after a homemade bomb was detonated and the hiding assailants exchanged fire with the officials.",Other
"A bombing took place in Pulo Puyo, Nong Chik, Pattani. The incident is thought to be related to insurgent activities. At least one conventional explosive was used. There were 0 injuries and 0 fatalities.",Other
"A clash took place in Bacho, Bannang Sata, Yala. The incident is thought to be related to insurgent activities. At least one firearm of an unknown type was used. There were 0 injuries and 0 fatalities.",Other
"Two soldiers were injured in a bomb attack near a market in Khok Pho district of Pattani Province on Feb 22. No other details were reported, but the attack is linked to southern unrest.",Other
"A woman was killed and 17 others injured, including three police, in an explosion in central Yala Province on Ranong Road in Yala municipality on Feb 22. The bomb was planted in a parked car. No motive was mentioned but it was the third bomb to go off in the province in recent weeks.",Other
A male medical worker was shot by unknown assailants using M16 assault rifles in Tha Sai sub-district on Pattani's Panare district. Police believe militants conducted the attack.,Violence against civilians
A postman was shot and wounded in Khok Pho District of Pattani Province. Security authorities believe the incident was an militant group's attempt to create unrest.,Violence against civilians
"A bombing took place in Lubo Baya, Yi Ngo, Narathiwat. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 0 injuries and 0 fatalities.",Other
"A bombing took place in Bang Khao, Nong Chik, Pattani. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 0 injuries and 0 fatalities.",Other
"A search took place in Purong, Krong Pinang, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Purong, Krong Pinang, Yala. The incident is thought to be related to insurgent activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Purong, Krong Pinang, Yala. The incident is thought to be related to insurgent activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
Police in Yala Province's Raman district said militants attached to RKK were behind a bomb that nearly killed the Raman police station superintendent earlier in the week of Feb 21. No other details were reported about this attack.,Other
"On 21 February 2011, thousands of Thai UDD red shirts gathered in Phra Nakhon district (PN, Bangkok) to mark nine months since a bloody crackdown on their anti-government rally and to demand the release of detained leaders. The UDD red shirts assembled under heavy police security at the key intersection in the capital's retail district and marched to the Supreme Court.",Protests
"A drive-by shooting killed two police officers in Narathiwat's Rangae district, and the gunmen are suspected members of the Runda Kumpulan Kecil militant group. No other details were reported.",Other
"A shooting took place in Ko Sathon, Tak Bai, Narathiwat. The incident is thought to be related to insurgent activities. At least one handgun was used. There were 0 injuries and 1 fatalities.",Violence against civilians
"A search took place in Purong, Krong Pinang, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Purong, Krong Pinang, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A shooting took place in Taling Chan, Bannang Sata, Yala. The incident is thought to be related to insurgent activities. At least one handgun was used. There were 2 injuries and 0 fatalities.",Other
Some 17 people were injured after suspected militants opened fire on a karaoke bar in Narathiwat's Muang district. Police suspect that militants shot up the bar to lure police to the scene where a car-bomb was hidden that was later detonated.,Violence against civilians
"On Feb 20, a bomb went off in Narathiwat's Mueang district after suspected militants opened fire on a karaoke bar and a team of police arrived at the scene to respond. The bomb injured a further 15 people and caused structural damage. Police suspect that militants shot up the bar to lure police to the scene where the car-bomb was hidden.",Other
A man has been shot dead and another injured in a drive-by shooting by suspected militants in Jo Airong district of Narathiwat. Six militants on two motorcycles opened fire on them from behind and police believe the attack was the work of militants who often target residents and authorities on roads.,Violence against civilians
"In Pattani's Khok Pho district, four gunmen pretending to be clients shot and killed a garage owner and a mechanic before fleeing. No other details were reported, but police blame militants for the attack.",Violence against civilians
"In Yala, a man was wounded by a bombing in Yala's provincial seat. The bomb went off as the victim arrived at a rubber plantation to work. Investigators believe the incident was the work of militants, who are active in the region.",Other
"A member of an army intelligence unit was shot dead by a motorcycle gunman in Pattani Province's Yarang district in tambon Khao Tum on Feb 17. No other details were reported, but police are relating the attack to southern political unrest.",Other
"A shooting took place in Changhaitok, Khok Pho, Pattani. The incident is thought to be related to insurgent activities. At least one handgun was used. There were 1 injuries and 1 fatalities.",Violence against civilians
"A bombing took place in Lam Mai, Mueang , Yala, Yala. The incident is thought to be related to insurgent activities. At least one handgun was used. There were 1 injuries and 0 fatalities.",Other
"A Thai army volunteer ranger was wounded in a bombing in Yala Province's Raman district on Feb 16. No other details were reported, but police blame separatist militants.",Other
"On Feb 16, Cambodian soldiers renewed their advancement with a series of attacks on Thai soldiers at Phu Ma Khua area, Kantharalak District, Sisakey Province, armed with machineguns, mortar rounds and rocket-propelled grenades (RPGs). The Thai side returned fire and held the Cambodian soldiers from making an advancement. There were no fatalities, but one Thai soldier was injured.",Other
"A bombing took place in Waeng, Waeng, Narathiwat. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 0 injuries and 0 fatalities.",Other
"Five Thai soldiers were wounded, one seriously, in a clash with Cambodian soldiers who launched an attack on their base in Phu Ma Khua area near a disputed area in Kantharalak District, Sisaket province on Feb 15. The attack was followed by a clash between the two sides.",Other
