notes,event_type
"On January 28, in Gambir (Central Jakarta), hundreds of fishermen from Muara Angke in North Jakarta staged a rally in front of the Jakarta City Council (DPRD) offices against the ongoing man-made islet projects off the North Jakarta and a related plan to relocate them to Thousands Islands regency.",Protests
"On 24 January 2016, at least 100 local residents staged a demonstration outside the offices of Ahmadiyya in Srimenanti village in Sungailiat town, Bangka regency, Bangka-Belitung province, to demonstrate against them being in their community. The gathering was monitored by members of the police and military. [size=100]",Protests
"On 19 January 2016, a mob attacked nine houses belonging to members of the Gafatar community in Motong Panjang village in Menpawah district, West Kalimantan province. After the attacks, at least 2,000 members of the community were forcibly moved by local security forces to temporary shelters in Kubu Raya district and Pontianak city, and then transferred to several locations on Java Island without prior consultation as of 21 January 2016.",Riots
"Assumed between January 12 and January 19, in Poso (Central Sulawesi), a member of the Eastern Indonesia Mujahidin (MIT) was killed in a shootout with local police.",Other
"On January 14, in Gondangdia (Central Jakarta, Jakarta), IS set off several explosions that injured twenty people and killed four.",Other
"On January 7, in Klaten City (Klaten, Central Java), residents were seen scattering garbage on the 1-kilometer road as a protest against motorists who often dump garbage on the sides of the road.",Protests
"On January 5, in Gambir (Central Jakarta, Jakarta), protesters staged a theatrical act in front of the State Palace calling for the Corruption Eradication Commission (KPK) to probe the suspected embezzlement of social aid funds in a case allegedly involving politicians from the NasDem party.",Protests
"On January 4, in Surakarta (Surakarta, Central Java), residents converged in protest on the Surakarta Health Office (DKK) and Development Planning Office following the closure of a free healthcare program (PKMS).",Protests
"On Dec 28, Free Papua Movement militants shot dead three Indonesian police officers and stole weapons and ammunition during a raid on a police post in West Papua.",Other
"On Dec 19, in Tanjung Selor (Bulungan, North Kali), a crowd of around 200 people, who were angered by the outcome of the North Kalimantan gubernatorial election, forced their way into the gubernatorial office. They set fire to one of the buildings in the gubernatorial office compound and burned a number of cars parked nearby.",Riots
"On Dec 17, four people were killed after riots in Bali's Kerobokan prison. Two groups of inmates entered in to a clash resulting in the death of two. Following the event, another clash took place which also led to the death of two more. More than 50 people were hurt in riots.",Riots
"On Dec 14, young lawyers staged a protest in front of the Corruption Eradication Commission (KPK) headquarters in Central Jakarta. The rally was held to demand probity among the nation's judiciary.",Protests
"On 30 October 2015, a labour rally was held in Jakarta city. The police arrested 25 demonstrators and beat several of them including two legal aid activists monitoring the event. The legal aid activists reported being beaten and suffering injuries to the head, face and stomach what the demonstrations began to disperse. Detainees were released after being charged with threatening public officials and refusal to disperse. [size=25]",Protests
"On Dec 7, dozens of journalists affiliated with the West Sumatra Anti-violence Journalists Coalition (KWAK) staged a rally at the temporary Padang headquarters of the West Sumatra Police. The protesters urged the police to immediately investigate a recent assault allegedly committed by a group of police personnel against a journalist from the neighboring Riau province.",Protests
"On Dec 3, about 1,000 workers of PT Beasco Housing Maintenance, a subcontractor of PT Chevron Pacific Indonesia (CPI), rallied at the entrance of CPI's Minas Field in Siak regency, Riau. The rally was a repeat of a protest staged at the CPI entrance in Rumbai, Pekanbaru.",Protests
"On Dec 2, fishermen and local people conduct a theatrical demonstration in Muara Angke, North Jakarta to oppose the ongoing coastal reclamation project that is creating 17 man-made islands off Jakarta's coastline.",Protests
"On Dec 2, thousands of workers blocked access to the Minas oilfield operated by a unit of Chevron Corp in Indonesia's Riau province on the island of Sumatra protesting and demanding that 82 workers from a Chevron subcontractor be reinstated.",Protests
"On Dec 1, police fired tear gas at a hundreds-strong crowd hurling rocks during a demonstration in Central Jakarta against Indonesian rule over the eastern region of Papua, with a lawyer saying that over 100 demonstrators had been detained.",Riots
"On Dec 1, in Serui, a person was shot dead by Indonesian police and two are critical during a protest against Indonesian rule over the eastern region of Papua.",Protests
"On Dec 1, hundreds of drivers employed by motorcycle taxi application Go-Jek rallied at Bandung City Hall in protest at being fined and suspended by the company.",Protests
"On December 1, 2015, in Wanampompi village in Angkaisera district (Yapen Islands, Papua), Papuan pro-independence activists staged a rally and police used lethal force to intervene and disperse the activists, killing four people and injuring 8 others.",Protests
"On Nov 30, Free Papua Movement rebels killed an Indonesian military officer in Mamberamo Raya, West Papua province.",Other
"On Nov 29, during a military operation to hunt down a Santoso militant group, a soldier was shot dead in Poso area by unidentified militants.",Other
"On Nov 26, at least four residents of Pesanggaran Subdistrict, Banyuwangi, East Java, became victims of a shooting during a clash between law enforcers and residents of area at a gold mine owned by PT Bumi Suksesindo. Residents' demonstration turned in to a riot which led to confrontation with law enforcers.",Riots
"On Nov 24, workers in Cimahi city staged a protest urging the central government to annul the wage regulation, demanding local administrations revoke decrees on the minimum.",Protests
"On Nov 24, workers in Medan staged a protest urging the central government to annul the wage regulation, demanding local administrations revoke decrees on the minimum.",Protests
"On Nov 24, workers in Bandung, West Java, staged a protest urging the central government to annul the wage regulation, demanding local administrations revoke decrees on the minimum.",Protests
"On Nov 23, at least 1,000 laborer's from Serpong, South Tangerang, marched towards South Tangerang Mayor's office - echoing the national labor strike on wage rate that has been held across the Greater Jakarta region and Banten province.",Protests
"On Nov 21, scores of students from the Makassar chapter of the Association of Islamic Students (HMI) burned used tires and blocked off Jl. Sudirman, in front of the Youth Hall in Pekanbaru for protesting a lack of proper facilities.",Protests
"On Nov 20, Students staged a protest in front of the Corruption Eradication Commission (KPK) headquarters in South Jakarta, calling for the antigraft body to launch an investigation into alleged irregularities in negotiations over a proposed extension to the contract of mining giant PT Freeport Indonesia.",Protests
"On Nov 16, around 200 workers grouped under the West Java Labor Alliance began a long march walking the 180 kilometers from Bandung to Central Jakarta to reject a recent government regulation on wages.",Protests
"On Nov 15, an explosion occurred in a building in Jalan Radin Inten II, East Jakarta, injuring the security officer on duty. Reason of explosion is still unknown.",Other
"On Nov 13, activists from the National Solidarity Party (PSI) stage a protest rally at the Hotel Indonesia Traffic Circle, Central Jakarta, demanding that the city government provide access to mothers and children (unclear what access was demanded).",Protests
"On Nov 9, a number of retired Army Personnel and their family members held a protest rally in Central Jakarta and demanded that the government not evict them from state-owned housing in which they have lived for 30 years.",Protests
"On Nov 9, activists from the Unity of Jakarta Residents (PRJ) group carry posters at a rally in front of the City Hall in Central Jakarta. The activists urged the city administration to abolish Gubernatorial Regulation No. 228/2015 that limits the locations of public protests.",Protests
"On Nov 7, dozens of residents in Fatmawati, South Jakarta, caught and beat a 19-year-old driver, Lazuardi Muhammad, who crashed into five motorcycles and injured four people.",Riots
"On Nov 6, Indonesian police shot dead a member of a Daesh-affiliated group in Poso, Central Sulawesi.",Other
"On Oct 30, thousands of workers from dozens of alliances in Greater Jakarta staged a protest in Central Jakarta, outside state palace, against Government Regulation (PP) No. 78/2015 on minimum wages, a day after the Jakarta administration set a new minimum wage of Rp 3.1 million (US$226).",Protests
"On Oct 30, four university students gathered and continued their hunger strike in front of the Yogyakarta Legislative Council's (DPRD) headquarters, which began earlier this week in protest of the provincial administration's plan to build an airport in Kulon Progo regency, despite it being rejected by local farmers.",Protests
"On October 30, 2015, in Merauke district (Merauke, Papua), police shot and killed a Papuan man that was trying to get away during an arrest.",Violence against civilians
"On Oct 29, Indonesian workers staged a rally and protested outside the Presidential Merdeka Palace in Central Jakarta, urging the government to improve working conditions and protest against job cuts.",Protests
"On Oct 29, hundreds of artists and cultural experts joined a kirab ageng (grand parade) held by the Radya Pustaka Museum in Surakarta, Central Java protesting against a court order to empty the museum building.",Protests
"On Oct 28, an explosion occurred at the Alam Sutera mall in South Tangerang, in the Indonesian province of Banten. No casualties were reported. Culprits are unknown.",Other
"On Oct 26, hundreds of coastal farmers in Kulonprogo regency, Yogyakarta, staged a rally and hunger strike protesting a plan to develop an airport on their farmland.",Protests
"On Oct 23, protests were staged in Riau province as thousands of university students, teachers and lecturers staged a rally at the governor's office in Pekanbaru, demanding an end to the haze problems.",Protests
"On Oct 23, some 3,000 teachers in Pekanbaru grouped under the Teachers' Forum Against Haze urged the government to declare the haze a national disaster as it had claimed lives.",Protests
"On Oct 23, the Alliance of North Sumatra People Against Haze staged a protest rally at Bundaran Majestik, Medan, against the repeated land and forest fires in Papua.",Protests
"On Oct 23, rally was staged by dozens of activists from Satria Hijau (Green Knights) at Merdeka Square, Gambir, demanding the government get rid of the haze.",Protests
"On Oct 20, hundreds of people from the Indonesian Metal Workers Union Federations (FSPMI) and the Indonesian Labor Union (SPI) rallied in front of the Sate House in Bandung city, West Java. They protested the suspension for minimum wage for the welfare of Indonesian workers.",Protests
"On Oct 20, hundreds of workers and students demonstrated in front of the State Palace, Central Jakarta, to mark President Joko ""Jokowi"" Widodo and Vice President Jusuf Kalla's first year in office, calling on the government to pay more attention to the needs of the nation's workers.",Protests
"On 13 October 2015, a mob around 500 people burnt down a Protestant church in Suka Makmur village in Gunung Meriah town, Aceh Singkil regency, Aceh province, following the government's edict on 12 October that 10 churches would be closed. They tried to burn down another church in Dangguran village but were prevented by the police and military. One of the assailants was killed. [size=500]",Riots
"On Oct 11, hundreds of Rumpin residents in Bogor regency blockaded and protested at Jl. Mekarsari in their area after a motorcyclist was hit and killed by a truck.",Protests
"On Oct 10, activists staged a protest rally outside the Corruption Eradication Commission (KPK) complex in South Jakarta, against KPK law.",Protests
"On Oct 8, one man was shot dead in violent clashes between armed Muslim men and Christians in Indonesia's Islamic province of Aceh. About 750 stick-wielding men razed a church in southern Aceh before clashing with local Christians at a second church.",Other
"On Oct 7, about 100 protestors representing thousands of residents who have been evicted, or who expect to be evicted soon, grouped as the Victims of Jakarta Evictions Forum (FKPJ), staged a protest in front of City Hall, Central Jakarta, urging Jakarta Governor Basuki ""Ahok"" Tjahaja Purnama to end evictions.",Protests
"On 6 October 2015, a group called the Pemuda Peduli Islam (Youth who care about Islam) staged a demonstration outside the district head administrative office in Singkil city, Aceh Singkil regency, Aceh province, to demand the government close Christian churches in their area. This resulted in the government deciding to close 10 churches. [size=no report]",Protests
"On Oct 3, around one hundred people from Global Marching for Elephant, Rhino and tiger (GMFERT) Indonesia gathered in Banda Aceh in a protest against poaching and wildlife illegal trading.",Protests
"On Oct 2, a group of residents at the Customs and Excise Agency housing complex in Cilincing, North Jakarta, staged a protest against plans to develop a field, which they claimed to be a community facility, into office buildings.",Protests
"On Oct 1, activists staged a protest rally in Central Jakarta demanding that President Joko ""Jokowi"" Widodo's administration resolve the gross violations of human rights that took place during the communist purge in 1965.",Protests
"On Sep 29, some 2,500 people took part in a demonstration in front of the State Palace in Central Jakarta, calling on President Joko ""Jokowi"" Widodo to reform agrarian law and set up a team to handle land disputes frequently occurring in many parts of the country.",Protests
"On Sep 29, crowds gathered in the Papuan town of Timika to protest the police shooting of two high school students.",Protests
"On Sep 28, two students were shot by police in Timika due to which one died and other received serious wounds. It is believed that the students were being chased due to their fathers' association with OPM.",Violence against civilians
"Arrests: On Sep 27, the Lumajang Police in East Java arrested 36 people on suspicion of involvement in a deadly assault that claimed the life of a local farmer who had co-arranged a protest against invasive sand-mining in his village.",Other
"On Sep 25, scores of students from Atmajaya University staged a demonstration in front of the State Palace in Central Jakarta. They demanded that the government prosecute the violators of human rights in the Semanggi II tragedy.",Protests
"On Sep 22, around 150 protesters, including students and activists from non-governmental organizations, held a protest at the Central Kalimantan Governor's office, in Pangkalan Raya, decrying government inaction against the ongoing forest fires, which has led to a thick haze that blankets parts of Indonesia, Malaysia and Singapore.",Protests
"On Sep 17, hundreds of supporters of the Nahdlatul Ulama (NU) Muslim organization staged a rally in front of Madrasah Aliyah Negeri (MAN) 2 state Islamic senior high school in Purwokerto, Central Java, in protest at four of the schools teachers allegedly spreading extremist teachings and hatred.",Protests
"On Sep 1, thousands of protesting laborer's moved towards the President's Palace, after having congregated on the intersection of Jl. Medan Merdeka Barat. The protest was staged demanding lowering the prices of basic commodities, the rejection of the influx of foreign workers, as well as better National Health Coverage (BPJS).",Protests
"Defusal: On Aug 29, the Jakarta Police's bomb squad defused a homemade bomb circuit found by a resident in Kali Malang, Cipinang Melayu, East Jakarta. The culprits are unknown.",Other
"On Aug 28, two people died and three others were injured when a solider opened fire on a group of civilians in Timika, Indonesia's restive Papua province. The incident happened after a mob attacked the soldier.",Riots
"On August 27, 2015, in Koperapoka village in Mimika Baru Subdistrict (Mimika, Papua), soldiers shot two people during a scuffle between soldiers and Papuan villagers at a graduation celebration. Two villagers died and four others were wounded.",Violence against civilians
"On Aug 25, hundreds of workers from the Medan and Deli Serdang regency chapters of the All-Indonesia Workers Union (SPSI) rallied at the provincial legislative office and North Sumatra gubernatorial office in protest against the poor services provided by the Workers Social Security Agency.",Protests
"On Aug 22, at least 11 farmers from Wiromartan village in Mirit district, Kebumen regency, Central Java, were reportedly injured after a clash between hundreds of local residents and military personnel broke out in the Urut Sewu beach area. The clash broke out when villagers staged a demonstration after a group of military personnel built fences to encircle a piece of farmland that the local farmers claimed as their own.",Riots
"On Aug 20, residents facing eviction from a flood-prone part of Indonesia's capital of Jakarta clashed with police, prompting security forces to fire tear gas and water cannon. At least two police officers and three residents were injured.",Riots
"Movement of forces: On Aug 20, the National Police Command has sent more personnel from the Mobile Brigade (Brimob) to Poso, Central Sulawesi, following a clash with members of an alleged militant group in the region.",Other
"On Aug 19, a police officer of Densus 88 and a MIT militant were killed in a gun battle between police and MIT in Poso area, Central Sulawesi.",Other
"On Aug 13, the people of five districts in Sleman regency, Yogyakarta, rallied at the Yogyakarta Environmental Agency to protest extensive apartment and condominium projects in the regency.",Protests
"On Aug 12, thousands of locals from the majority Muslim community staged a protest against the Bekasi administration and the construction of Santa Clara Catholic Church in Bekasi, West Java.",Protests
"On Aug 9, an Indonesian Army helicopter was shot at by a suspected Papua separatist (OPM) in Mimika, Papua. No injuries reported.",Other
"On Aug 9, a clash broke out between members of the Betawi Brotherhood Forum (FBR) and residents living around the Pasar Gembrong toy market in East Jakarta. The clash was triggered by 10 FBR members who previously assaulted a person wearing Pemuda Pancasila (PP) nationalist clothing and attempted to damage stores in the market. No injuries reported.",Riots
"On Aug 1, around two thousand workers at the Cepu Block oil well project in Banyu Urip Field, Bojonegoro, East Java, went on a rampage and damaged a number of company facilities on following an altercation with management during lunch hour.",Riots
"On July 28, stiking workers of the Jakarta International Container Terminal (JICT) in Tanjung Priok, North Jakarta staged a protest rally and blocked the loading of trucks, demanding the annulment of decision by management to layoff two employees.",Protests
"On July 24, thousands of Muslims from various groups in Surakarta, Central Java, staged a rally to protest religious violence in Tolikara, Papua.",Protests
"Property destruction: On July 21, in Tlepok area (Purworejo, Central Java) a church was attacked and its entraces burned down in central Java by unidentified men following the attack on mosque in Christian majority province of Papua. No injuries reported.",Other
"Property destruction: On July 21, a church was attacked and its entraces burnt down in Yogyakarta area by unidentified men following the attack on mosque in Christian majority province of Papua.",Other
"On July 17, Christian rioters pelted stones at Muslims performing a prayer marking the end of the fasting month of Ramadan in Jayapura, predominantly Christian province of Papua. The police used live amunition to quell the mob, leaving at least 12 rioters with bullet injuries.",Riots
"On July 17, Muslim and Christian communities in Tolikara, Papua, rioted and burned down several kiosks.",Riots
"On July 15, rioting between two communities broke out in Panaga district, Tolikara regency, Papua causing 100 traditional Honai homes, two community health centers (Puskesmas), and an office building to be razed by fire. The arson attack followed an adultery case which happened long time back. No casualties reported.",Riots
"On July 14, a small group of artisanal miners displaced by the sterilization of the mine area protested and established the blockade in South Sumatra after police arrested three people on company property on suspicion of extortion.",Protests
"On July 12, unidentified men attacked two members of the Army Strategic Reserves Command (Kostrad) at the Syekh Yusuf Discovery field in Gowa, South Sulawesi killing one of the soldiers.",Other
"On July 9, a blast triggered by a suspected bomb hit a shopping mall on the outskirts of Jakarta, but there was no report of casualties.",Other
"On July 3, hundreds of workers rallied along the Jakarat city's main thoroughfares in Central Jakarta to protest against the government's new pension scheme regulations that they claim violate labor rights.",Protests
"On July 2, a police officer died instantly and two others suffered serious injuries when 20 unidentified people launched an assault with man-made guns and machetes on the Samata traffic circle police post in Gowa regency, South Sulawesi.",Other
"On June 23, hundreds of people incorporated in the Kenari Workers Community staged a protest in front of the Central Jakarta Mayor's Office and demanded the Central Jakarta Mayor to resolve conflicts among traders in the plaza.",Protests
"On June 17, labourers protested for their demands in front of the UOB building on Jalan M.H. Thamrin, Central Jakarta. The clear reason for protest is not mentioned.",Protests
"On June 16, the eviction of sidewalk vendors on Jl. Sutomo, in Medan, North Sumatra, turned violent when public order officers from the Medan municipality clashed with vendors resulting in critical injuries to 5 people and various others injured.",Riots
"On June 5, hundreds of vendors protested and demanded the committee give refunds to verified vendors at the Jakarta Folk Fair in Senayan (PRJ Senayan), South Jakarta.",Protests
"On June 3, residents of Pinangsia, West Jakarta protested in Marunda, North Jakarta against their eviction and demanded that they should be relocated to their old residence.",Protests
"Between 20 May and 14 June 2015, four political activists held in detention following their participation in a peaceful rally, are being held at a Brimob detention centre in Manokwari city, West Papua province. They have reported to their lawyers being beaten and burnt with cigarettes by at least four police personnel while in detention.",Violence against civilians
"Between 26 May and 3 June 2015, a peaceful protest was staged in support of ULMWP in Yahukimo regency, Papua province. The police arrested 90 KNPB activists total in Wamena town, Jayapura city, Nabire city, Yahukimo regency, Jayawijaya regency and Sentani, claiming they didn't have permission to hold protests or rallies, and because they believed the KNPB was affiliated with the armed OPM. [size=no report]",Protests
"Between 26 May and 3 June 2015, a peaceful protest was staged in support of ULMWP in Jayapura city, Papua province. The police arrested 90 KNPB activists total in Wamena town, Jayapura city, Nabire city, Yahukimo regency, Jayawijaya regency and Sentani, claiming they didn't have permission to hold protests or rallies, and because they believed the KNPB was affiliated with the armed OPM. [size=no report]",Protests
"Between 26 May and 3 June 2015, a peaceful protest was staged in support of ULMWP in Nabire city, Papua province. The police arrested 90 KNPB activists total in Wamena town, Jayapura city, Nabire city, Yahukimo regency, Jayawijaya regency and Sentani, claiming they didn't have permission to hold protests or rallies, and because they believed the KNPB was affiliated with the armed OPM. [size=no report]",Protests
"Between 26 May and 3 June 2015, a peaceful protest was staged in support of ULMWP in Jayawijaya regency, Papua province. The police arrested 90 KNPB activists total in Wamena town, Jayapura city, Nabire city, Yahukimo regency, Jayawijaya regency and Sentani, claiming they didn't have permission to hold protests or rallies, and because they believed the KNPB was affiliated with the armed OPM. [size=no report]",Protests
"On May 28, police in Jayapura arrested 47 people for gathering for a rally in support of Papua joining the Melanesian Spearhead Group (MSG), which ended in a clash with security personnel.",Riots
"On May 27, gunmen believed to be of Free Papua Movement attacked a house in Indonesia's restive province of Papua overnight, killing one person and wounding three others. The attack came days after leaders of the separatist Free Papua Movement (OPM) threatened to kill security forces and any ""straight-haired"" non-indigenous civilians.",Violence against civilians
"On May 27, scores of residents of the Pinangsia, Ancol and Pademangan areas staged a protest in front of Jakarta Governor Basuki Tjahaja Purnama's house in Central Jakarta demanding that their homes not be demolished.",Protests
"On May 25, police in Indonesia's Central Sulawesi province have killed two suspected Islamic militants during a gunfight in Poso.",Other
"On May 24, a joint team from the Aceh Police and the police's Mobile Brigade (Brimob) unit shot at two men, killing one, in Blang Malu, Mutiara Timur district, Pidie regency, Aceh regency. The men belonged to Free Aceh Movement (GAM).",Other
"On 21 May 2015, a peaceful protest was staged in support of ULMWP at the Darfuar market in Biak town, Biak Numfor regency, Papua province. The police arrested 20 KNPB activists, claiming they didn't have permission to hold protests or rallies, and because they believed the KNPB was affiliated with the armed OPM. The following day one of the activists that participated was arrested and charged with incitement. [size=20]",Protests
"On 21 May 2015, a peaceful protest was staged in support of ULMWP in Sentani town, Jayapura regency, Papua province. The police arrested 27 KNPB activists, claiming they didn't have permission to hold protests or rallies, and because they believed the KNPB was affiliated with the armed OPM. [size=27]",Protests
"On May 20, rioting students of Muhammadiyah University clashed with police officers after a rally to commemorate National Awakening Day at their campus on Jl. Sultan Alaudin, Makassar. No serious injuried were reported.",Riots
"On May 20, the police in Indonesia's West Papua detained 70 activists who staged a protest in support of West Papuan membership of the Melanesian Spearhead Group. Pro-independence group the West Papua National Committee (KNPB) took to the streets of provincial capital Manokwari.",Protests
"On 20 May 2015, a peaceful rally was staged in Manokwari city, West Papua province, in support of a peaceful Papuan pro-independence umbrella group, the ULMWP. Dozens of protesters were beaten by police with rifle butts during the rally. Around 74 demonstrators were arrested by police including 4 political activists. Most were released the same day, except the four political activists. [size=74]",Protests
"On May 19, Indonesian police have arrested 12 miners and 17 citizens after a road blockade at the Freeport mine in Tembagapura, Papua province. Their road blockade protest has been linked to recent industrial action over which they are requesting Freeport go to arbitration.",Protests
"On May 17, an angry mob burned down a traffic police post at the Sebok crossroads in Taliwang district, West Sumbawa, West Nusa Tenggara (NTB). The mob was also involved in a brawl with the West Sumbawa Police and the NTB Police's mobile brigade (Brimob), injuring a police officer and five civilians, the latter of which were shot with rubber bullets.",Riots
"On May 12, students and residents in Kupang city, East Nusa Tenggara (NTT), grouped under the National Alliance (NA), protested at the Kupang Police headquarters, Kupang Council, City Hall, NTT Council, governor's office and NTT Police headquarters rejecting against the presence of the Indonesia Hizbut Tahrir (HTI) Islamic group in the province.",Protests
"On May 11, dozens of journalists in Papua from various printed and electronic media companies protested at Imbi Park in Jayapura, Papua, demanding Biak Numfor Regent Thomas Ondi be legally processed for allegedly assaulting Cenderawasih Pos journalist Fiktor Palembangan.",Protests
"Reported on 7 May 2015, police arrested 30 KNPB activists on their way to the Papua Parliament's office to stage a demonstration in Jayapura city, West Papua province. They were demonstrating around the 52nd anniversary of the handover of Papua to the Indonesian government by the United Nations Temporary Executive Authority. According to police, they arrested them as the groups did not have permission to undertake the protests. [size=30]",Protests
"On May 4, dozens of students, grouped under the Mataram Student Alliance (AMMM), staged a rally in front of the West Nusa Tenggara Legislative building in Mataram, demanding an end to what they claimed were illegal fees by a number of universities in the province.",Protests
"On 1 May 2015, police and military used excessive force to disperse a peaceful demonstration in Kaiman city, West Papua province, and arrested two KNPB activists. They were demonstrating around the 52nd anniversary of the handover of Papua to the Indonesian government by the United Nations Temporary Executive Authority. [size=no report]",Protests
"On 1 May 2015, the police arrested 200 KNPB demonstrators who were on their way to demonstrate near the office of the Manokwari Papua Customary Council in Manokwari city, West Papua province, around the 52nd anniversary of the handover of Papua to the Indonesian government by the United Nations Temporary Executive Authority. [size=200]",Protests
"On Apr 27, a demonstration rally by hundreds of vendors who refuse to be evicted from the Sutomo Market in Medan, North Sumatra, descended into a riot. Police arrested around 20 people.",Riots
"On Apr 25, an angry mob burned down Limun Police Office and the police chief's official residence following the fatal shooting of a 20-year-old man, identified as Edwar, a resident of Pulau Aro, Pelawan district, Sarolangun regency.",Riots
"On Apr 16, former Corruption Eradication Commission (KPK) commissioner Bambang Widjojanto joined a protest against the construction of a cement factory in Rembang, Central Java.",Protests
"On Apr 9, beer sellers in Baturaden in Banyumas in Central Java protested over the government's ban on selling beer in shops and convenience stores.",Protests
"On Apr 9, beer sellers in Cilacap in Central Java protested over the government's ban on selling beer in shops and convenience stores.",Protests
"On Apr 9, beer sellers in Purbalingga in Central Java protested over the government's ban on selling beer in shops and convenience stores.",Protests
"On Apr 9, beer sellers in Banjarnegara in Central Java protested over the government's ban on selling beer in shops and convenience stores.",Protests
"On Apr 8, an explosion on Jl. Jati Bunder, Tanah Abang in Central Jakarta has injured at least four people. Nature of explosion is still being determined. Culprits are unknown.",Other
"On Apr 8, environmentalists grouped under the Civic People Coalition Surabaya staged a rally in Surabaya, East Java in protest of a plan to dredge sand from coastal areas in three districts in Banyuwangi regency.",Protests
"On Apr 7, migrant workers stage a protest outside the State Palace in Central Jakarta, demanding that President Joko ""Jokowi"" Widodo end a moratorium on unskilled workers going overseas.",Protests
"On Apr 6, hundreds of traders at the Sambu traditional market in Medan staged a rally rejecting the municipality's decision to relocate the market.",Protests
"On Apr 6, anti-corruption activists rallied in Yogyakarta to protest against daily newspaper Kedaulatan Rakyat (KR), whose reporting they claimed had violated the journalistic code of ethics by defending graft suspect Idham Samawi.",Protests
"On Apr 5, people held a protest rally organized by Animal Defender Indonesia demanding ""Say no to dog and cat meat"" at the Hotel Indonesia traffic circle in Central Jakarta.",Protests
"Weapons seizure: On Apr 5, guns were seized by police forces from an armed group during a visit to Poso, Central Sulawesi. Police seized two M-16 assault rifles, hundreds of live bullets, bombs and sickles from the group.",Other
"On Apr 3, one of the leaders of MIT in Poso, Central Sulawesi died in a shootout with police officers from Densus 88 in the Sakina Jaya mountains, Parigi Moutong regency, Central Sulawesi.",Other
"On Mar 31, in a chase, police shot dead a man believed to be a member of TPNPB in Gome district, Puncak Jaya regency.",Other
"On Mar 31, dozens of demonstrators who claimed that they were on behalf of the Jakarta Governor 'Ahok' Defenders Front (FPA) held a peace action protest in front of the City Hall yard, Jalan Medan Merdeka Selatan, Gambir, Central Jakarta. The demonstrators declared their support of Ahok's leadership style which is revealing corruption cases in the capital.",Protests
"On Mar 29, Balinese mass organizations grouped in the Alliance of People Rejecting Fuel Price Hike staged a protest rally in front of Bajra Sandhi Monument in Denpasar, Bali.",Protests
"On Mar 25, an alleged motorcycle thief was attacked and killed in Gelewer, Karang Tengah, Babakanmadang district, Bogor regency by angry mob.",Riots
"On Mar 24, two Indonesian intelligence officers were found shot dead a day after being kidnapped by suspected DAM militants in the former separatist rebel heartland of Aceh in the country's west.",Other
"From 15-19 March, more than 50 Freeport-McMoRan Inc workers blocked access to the firm's Indonesian unit halting production at one of the world's biggest copper mines protesting the settlement reached with employees in Tembagapura, Papua.",Protests
"From 15-19 March, more than 50 Freeport-McMoRan Inc workers blocked access to the firm's Indonesian unit halting production at one of the world's biggest copper mines protesting the settlement reached with employees in Tembagapura, Papua.",Protests
"On 18 March 2015, three students were followed and stopped by plainclothes armed members of the Brimob near the Cigombong market in Jayapura city, Papua province. They were accused of committing a crime and at least 11 officers stabbed, beat, punched and kicked the students. A fourth student nearby called out for help but was also kicked, slapped and threatened by the police to stay silent. They were brought to Brimob headquarters and were later released without charge.",Violence against civilians
"From 15-19 March, more than 50 Freeport-McMoRan Inc workers blocked access to the firm's Indonesian unit halting production at one of the world's biggest copper mines protesting the settlement reached with employees in Tembagapura, Papua.",Protests
"From 15-19 March, more than 50 Freeport-McMoRan Inc workers blocked access to the firm's Indonesian unit halting production at one of the world's biggest copper mines protesting the settlement reached with employees in Tembagapura, Papua.",Protests
"On Mar 16, members of the KIIAS antiradicalism group stage a demonstration in Central Jakarta opposing the presence of the Islamic State (IS) radical group in Indonesia and calling for vigilance in the fight against radicalism.",Protests
"From 15-19 March, more than 50 Freeport-McMoRan Inc workers blocked access to the firm's Indonesian unit halting production at one of the world's biggest copper mines protesting the settlement reached with employees in Tembagapura, Papua.",Protests
"On Mar 13, students and locals in Denpasar protested in front of the Bali Legislative Council (DPRD) building, Central Jakarta, against a plan to reclaim part of Benoa Bay, which has been rejected by locals because of the possible environmental impacts.",Protests
"On Mar 10, apartment residents staged a protest in front of City Hall in Central Jakarta. They demanded the city administration enforce a law related to apartment management.",Protests
"On Mar 10, the residents, grouped under the United Action of Indonesia Apartment Owners and Tenants (KAPPRI), staged a protest in front of City Hall, Central Jakarta, demanding the city administration settle their disputes with apartment managements.",Protests
"On Mar 8, members of the Jakarta Actors Association demonstrated against the Islamic State (IS), denouncing the militant group's presence at the Hotel Indonesia traffic circle in Central Jakarta.",Protests
"On Mar 4, Islamic Defenders Front (FPI) members in Makassar were involved in a conflict with city residents. The clash broke out when the FPI members, who were rallying at the Hotel Horison in Makassar, were forcefully dispersed by police.",Riots
"On Mar 4, about 1,000 fishermen from Batang regency in Central Java staged a demonstration against a ban issued by the Maritime Affairs and Fisheries for the use of trawls and seine nets for fishing. The demonstration turned chaotic as the fishermen started to stone police officers who tried to disperse the rally by throwing tear gas. Several police officers reportedly suffered injuries.",Riots
"On Mar 4, corruption Eradication Commission (KPK) officials demonstrate in front of their office in South Jakarta to voice their concerns over the transfer of Comr. Gen. Budi Gunawan's graft case to the Attorney General's Office (AGO).",Protests
